NDF-RT,SNOMED,CommonName,Score,ICD11Code,SpecificMatch,BroadName
N0000148401,35885006,Hyperuricemia,66.66666667,22,"Injury, poisoning or certain other consequences of external causes",Hypothermia
N0000148401,236407003,IgA nephropathy,66.66666667,8,Diseases of the nervous system,Hereditary neuropathy
N0000148401,236420000,INCOMPLETE,100,18,"Pregnancy, childbirth or the puerperium",Obstructed labour due to incomplete rotation of fetal head
N0000148401,771000119108,Chronic kidney disease due to type 2 diabetes mellitus,100,5,"Endocrine, nutritional or metabolic diseases",Diabetes mellitus
N0000148406,24079001,Atopic dermatitis,74.07407407,14,Diseases of the skin,Dermatitis or eczema
N0000148406,32273002,INCOMPLETE,100,18,"Pregnancy, childbirth or the puerperium",Obstructed labour due to incomplete rotation of fetal head
N0000148406,52254009,Nephrotic syndrome,76.19047619,4,Diseases of the immune system,Good syndrome
N0000148406,90708001,Kidney disease,100,3,Diseases of the blood or blood-forming organs,Anaemia in chronic kidney disease
N0000148406,91637004,Myasthenia gravis,100,8,Diseases of the nervous system,Myasthenia gravis or certain specified neuromuscular junction disorders
N0000148406,195353004,Granulomatosis with polyangiitis,55.73770492,23,External causes of morbidity or mortality,Assault by contact with plant
N0000148406,233933006,Cardiac transplant rejection,78.26086957,11,Diseases of the circulatory system,Cardiac transplant associated coronary allograft vasculopathy
N0000148406,234646005,Graft versus host disease,76,4,Diseases of the immune system,Graft-versus-host disease
N0000148406,235911006,Liver transplant rejection,62.33766234,22,"Injury, poisoning or certain other consequences of external causes",Failure or rejection of transplanted organs or tissues
N0000148406,236570004,Renal transplant rejection,62.33766234,22,"Injury, poisoning or certain other consequences of external causes",Failure or rejection of transplanted organs or tissues
N0000148406,307755009,Renal tubulo-interstitial disorder due to systemic lupus erythematosus,100,4,Diseases of the immune system,Lupus erythematosus
N0000148406,408335007,Autoimmune hepatitis,90,9,Diseases of the visual system,Autoimmune keratitis
N0000148406,431506006,Rejection of pancreas transplant,81.48148148,13,Diseases of the digestive system,Cyst of pancreas
N0000148407,16331000,Heartburn,58.33333333,22,"Injury, poisoning or certain other consequences of external causes",Injury of heart
N0000148407,40719004,Erosive esophagitis,77.41935484,13,Diseases of the digestive system,Oesophagitis
N0000148407,51868009,Ulcer of duodenum,100,13,Diseases of the digestive system,Ulcer of stomach or duodenum
N0000148407,307759003,Helicobacter pylori gastrointestinal tract infection,80,X,Extension Codes,Gastrointestinal devices
N0000148407,397825006,Gastric ulcer,100,13,Diseases of the digestive system,Gastric ulcer
N0000148414,10623005,Fibrous dysplasia of bone,66.66666667,20,Developmental anomalies,Bent bone dysplasias
N0000148414,14651005,Drug-induced osteoporosis,68,4,Diseases of the immune system,Drug-induced bronchospasm
N0000148414,19063003,Arthroplasty of knee,64.86486486,3,Diseases of the blood or blood-forming organs,Atrophy of spleen
N0000148414,27712000,Hypervitaminosis D,58.06451613,13,Diseases of the digestive system,Periodontosis
N0000148414,47709007,Humoral hypercalcemia of malignancy,61.33333333,14,Diseases of the skin,Cutaneous markers of internal malignancy
N0000148414,102447009,Postmenopausal osteoporosis,67.85714286,15,Diseases of the musculoskeletal system or connective tissue,Postoophorectomy osteoporosis
N0000148414,240156000,Juvenile idiopathic generalized osteoporosis,100,X,Extension Codes,Idiopathic
N0000148418,86406008,Human immunodeficiency virus infection,100,19,Certain conditions originating in the perinatal period,Congenital human immunodeficiency virus infection
N0000148427,363443007,Malignant tumor of ovary,73.17073171,X,Extension Codes,Malignant tumours
N0000148427,417181009,Hormone receptor positive malignant neoplasm of breast,83.72093023,2,Neoplasms,Benign neoplasm of breast
N0000148428,399939002,Hirsutism,63.15789474,1,Certain infectious or parasitic diseases,Pthiriasis
N0000148441,254632001,Small cell carcinoma of lung,75.55555556,2,Neoplasms,Carcinoma in situ of bronchus or lung
N0000148441,254637007,Non-small cell lung cancer,58.18181818,X,Extension Codes,"Acinar cell neoplasms, benign"
N0000148441,255056009,Malignant tumor of head and neck,100,X,Extension Codes,Head and neck
N0000148441,255108000,Carcinoma of urinary bladder,83.33333333,2,Neoplasms,Carcinoma in situ of bladder
N0000148441,307226002,Metastatic adenocarcinoma of unknown origin,66.66666667,2,Neoplasms,Adenocarcinoma of unspecified site
N0000148441,307576001,Osteosarcoma of bone,60,13,Diseases of the digestive system,Obstruction of small intestine
N0000148441,307608006,Ewing's sarcoma of bone,59.25925926,20,Developmental anomalies,Congenital bowing of long bones
N0000148441,363349007,Malignant tumor of stomach,71.42857143,X,Extension Codes,"Odontogenic tumours, malignant"
N0000148441,363354003,Malignant tumor of cervix,71.69811321,X,Extension Codes,"Mast cell tumours, malignant"
N0000148441,363443007,Malignant tumor of ovary,73.17073171,X,Extension Codes,Malignant tumours
N0000148441,372138000,Carcinoma of esophagus,83.01886792,2,Neoplasms,Carcinoma in situ of oesophagus
N0000148441,424952003,Sarcoma of soft tissue,77.77777778,2,Neoplasms,Neoplasms of uncertain behaviour of connective or other soft tissue
N0000148449,35489007,Depressive disorder,100,6,"Mental, behavioural or neurodevelopmental disorders",Single episode depressive disorder
N0000148449,47505003,Posttraumatic stress disorder,98.30508475,6,"Mental, behavioural or neurodevelopmental disorders",Post traumatic stress disorder
N0000148449,48694002,Anxiety,100,6,"Mental, behavioural or neurodevelopmental disorders",Mixed depressive and anxiety disorder
N0000148449,78667006,Dysthymia,66.66666667,12,Diseases of the respiratory system,Asthma
N0000148449,79890006,Loss of appetite,61.11111111,13,Diseases of the digestive system,Diseases of appendix
N0000148449,191736004,Obsessive-compulsive disorder,100,6,"Mental, behavioural or neurodevelopmental disorders",Obsessive-compulsive disorder
N0000148449,370143000,Major depressive disorder,86.36363636,6,"Mental, behavioural or neurodevelopmental disorders",Single episode depressive disorder
N0000148449,371631005,Panic disorder,100,6,"Mental, behavioural or neurodevelopmental disorders",Panic disorder
N0000148456,386806002,Impaired cognition,68.08510638,10,Diseases of the ear or mastoid process,Congenital hearing impairment
N0000148456,397803000,INCOMPLETE,100,18,"Pregnancy, childbirth or the puerperium",Obstructed labour due to incomplete rotation of fetal head
N0000148456,771000119108,Chronic kidney disease due to type 2 diabetes mellitus,100,5,"Endocrine, nutritional or metabolic diseases",Diabetes mellitus
N0000148465,2776000,Delirium,100,6,"Mental, behavioural or neurodevelopmental disorders",Delirium
N0000148465,13746004,Bipolar disorder,100,6,"Mental, behavioural or neurodevelopmental disorders",Bipolar type I disorder
N0000148465,47295007,Psychomotor agitation,81.81818182,21,"Symptoms, signs or clinical findings, not elsewhere classified",Psychomotor retardation
N0000148465,56882008,Anorexia nervosa,100,6,"Mental, behavioural or neurodevelopmental disorders",Anorexia Nervosa
N0000148465,58214004,Schizophrenia,100,6,"Mental, behavioural or neurodevelopmental disorders",Schizophrenia or other primary psychotic disorders
N0000148465,68569003,Manic bipolar I disorder,87.80487805,6,"Mental, behavioural or neurodevelopmental disorders",Bipolar type I disorder
N0000148465,236084000,INCOMPLETE,100,18,"Pregnancy, childbirth or the puerperium",Obstructed labour due to incomplete rotation of fetal head
N0000148465,371596008,Bipolar I disorder,100,6,"Mental, behavioural or neurodevelopmental disorders",Bipolar type I disorder
N0000148467,11687002,Gestational diabetes mellitus,100,5,"Endocrine, nutritional or metabolic diseases",Diabetes mellitus
N0000148467,26298008,Ketoacidotic coma due to diabetes mellitus,100,5,"Endocrine, nutritional or metabolic diseases",Diabetes mellitus
N0000148467,44054006,Type 2 diabetes mellitus,100,5,"Endocrine, nutritional or metabolic diseases",Diabetes mellitus
N0000148467,46635009,Type 1 diabetes mellitus,100,5,"Endocrine, nutritional or metabolic diseases",Diabetes mellitus
N0000148467,310505005,Hyperosmolar non-ketotic state due to diabetes mellitus,100,5,"Endocrine, nutritional or metabolic diseases",Diabetes mellitus
N0000148505,17366009,Atrial arrhythmia,85.71428571,11,Diseases of the circulatory system,Cardiac arrhythmia
N0000148505,28670008,Esophageal varices,74.28571429,13,Diseases of the digestive system,Oesophageal ulcer
N0000148505,194828000,Angina pectoris,66.66666667,21,"Symptoms, signs or clinical findings, not elsewhere classified",Precordial pain
N0000148505,399020009,Dilated cardiomyopathy,100,1,Certain infectious or parasitic diseases,Dilated cardiomyopathy secondary to viral myocarditis
N0000148505,401303003,Acute ST segment elevation myocardial infarction,100,11,Diseases of the circulatory system,Acute myocardial infarction
N0000148505,698247007,Cardiac arrhythmia,100,11,Diseases of the circulatory system,Cardiac arrhythmia
N0000148513,237139007,Female infertility due to ovulatory disorder,100,16,Diseases of the genitourinary system,Female infertility
N0000148513,254849005,Malignant epithelial tumor of ovary,72.72727273,X,Extension Codes,"Complex epithelial neoplasms, malignant"
N0000148513,400003000,Delayed puberty,63.63636364,5,"Endocrine, nutritional or metabolic diseases",Certain disorders of puberty
N0000148514,193031009,Cluster headache,70.58823529,8,Diseases of the nervous system,Headache disorders
N0000148533,38341003,Hypertensive disorder,80.95238095,11,Diseases of the circulatory system,Hypertensive diseases
N0000148533,49436004,Atrial fibrillation,77.41935484,11,Diseases of the circulatory system,Idiopathic ventricular fibrillation
N0000148533,55827005,Left ventricular hypertrophy,80,11,Diseases of the circulatory system,Left ventricular failure
N0000148533,771000119108,Chronic kidney disease due to type 2 diabetes mellitus,100,5,"Endocrine, nutritional or metabolic diseases",Diabetes mellitus
N0000148533,236425005,INCOMPLETE,100,18,"Pregnancy, childbirth or the puerperium",Obstructed labour due to incomplete rotation of fetal head
N0000148533,251036003,Aortic root dilatation,58.82352941,11,Diseases of the circulatory system,Aortic aneurysm or dissection
N0000148554,3744001,Hyperlipoproteinemia,60.46511628,16,Diseases of the genitourinary system,Hyperplasia of prostate
N0000148554,13644009,Hypercholesterolemia,64.51612903,22,"Injury, poisoning or certain other consequences of external causes",Hypothermia
N0000148554,53741008,Coronary arteriosclerosis,93.87755102,11,Diseases of the circulatory system,Coronary atherosclerosis
N0000148554,302870006,Hypertriglyceridemia,58.06451613,22,"Injury, poisoning or certain other consequences of external causes",Hypothermia
N0000148554,426161002,Chemically induced hyperlipidemia,50.98039216,X,Extension Codes,Explosive chemical
N0000148555,126880001,Neoplasm of kidney,75.86206897,2,Neoplasms,Primary neoplasm of brain of unknown or unspecified type
N0000148555,286887005,Carcinoma liver and/or biliary system,67.5,12,Diseases of the respiratory system,Carcinoma in situ of the respiratory system
N0000148555,363349007,Malignant tumor of stomach,71.42857143,X,Extension Codes,"Odontogenic tumours, malignant"
N0000148555,363402007,Malignant tumor of esophagus,70.1754386,2,Neoplasms,Malignant neoplasms of breast
N0000148555,363418001,Malignant tumor of pancreas,81.48148148,13,Diseases of the digestive system,Cyst of pancreas
N0000148555,363443007,Malignant tumor of ovary,73.17073171,X,Extension Codes,Malignant tumours
N0000148560,32273002,INCOMPLETE,100,18,"Pregnancy, childbirth or the puerperium",Obstructed labour due to incomplete rotation of fetal head
N0000148560,49420001,Pemphigus vulgaris,100,14,Diseases of the skin,Pemphigus
N0000148560,52254009,Nephrotic syndrome,76.19047619,4,Diseases of the immune system,Good syndrome
N0000148560,69896004,Rheumatoid arthritis,100,15,Diseases of the musculoskeletal system or connective tissue,Rheumatoid arthritis
N0000148560,75331009,Evans syndrome,78.57142857,14,Diseases of the skin,DRESS syndrome
N0000148560,77182004,Membranous glomerulonephritis,54.54545455,21,"Symptoms, signs or clinical findings, not elsewhere classified",Lipoprotein glomerulopathy
N0000148560,78129009,Thrombotic thrombocytopenic purpura,76.19047619,3,Diseases of the blood or blood-forming organs,Non-thrombocytopenic purpura
N0000148560,92814006,"Chronic lymphoid leukemia, disease",83.33333333,13,Diseases of the digestive system,Chronic liver disease
N0000148560,109979007,B-cell lymphoma (clinical),73.17073171,2,Neoplasms,Other specified mature B-cell neoplasms or lymphoma
N0000148560,118599009,Hodgkin's disease (clinical),70,1,Certain infectious or parasitic diseases,Ebola disease
N0000148560,118601006,Non-Hodgkin's lymphoma (clinical),77.96610169,2,Neoplasms,Classical Hodgkin lymphoma
N0000148560,118617000,Burkitt's lymphoma (clinical),66.66666667,2,Neoplasms,Hodgkin lymphoma
N0000148560,447100004,Marginal zone lymphoma,66.66666667,2,Neoplasms,Hodgkin lymphoma
N0000148560,190818004,Waldenström macroglobulinemia,65.2173913,4,Diseases of the immune system,Cryoglobulinaemia
N0000148560,195353004,Granulomatosis with polyangiitis,55.73770492,23,External causes of morbidity or mortality,Assault by contact with plant
N0000148560,234646005,Graft versus host disease,76,4,Diseases of the immune system,Graft-versus-host disease
N0000148560,239912009,Primary Sjögren's syndrome,76.19047619,4,Diseases of the immune system,Good syndrome
N0000148560,239928004,INCOMPLETE,100,18,"Pregnancy, childbirth or the puerperium",Obstructed labour due to incomplete rotation of fetal head
